z,RA,Dec,Chi,dl_FLRW,dl_Lan,rel_Corr
0.0,170.0,-60.0,0.0,0.0,,
0.0,170.0,-55.0,0.0,0.0,,
0.0,170.0,-50.0,0.0,0.0,,
0.0,170.0,-45.0,0.0,0.0,,
0.0,170.0,-40.0,0.0,0.0,,
0.0,170.0,-35.0,0.0,0.0,,
0.0,170.0,-30.0,0.0,0.0,,
0.0,170.0,-25.0,0.0,0.0,,
0.0,170.0,-20.0,0.0,0.0,,
0.0,170.0,-15.0,0.0,0.0,,
0.0,170.0,-10.0,0.0,0.0,,
0.0,170.0,-5.0,0.0,0.0,,
0.0,170.0,0.0,0.0,0.0,,
0.0,170.0,5.0,0.0,0.0,,
0.0,170.0,10.0,0.0,0.0,,
0.0,170.0,15.0,0.0,0.0,,
0.0,170.0,20.0,0.0,0.0,,
0.0,170.0,25.0,0.0,0.0,,
0.0,170.0,30.0,0.0,0.0,,
0.0,170.0,35.0,0.0,0.0,,
0.0,170.0,40.0,0.0,0.0,,
0.0,170.0,45.0,0.0,0.0,,
0.0,170.0,50.0,0.0,0.0,,
0.0,170.0,55.0,0.0,0.0,,
0.0,170.0,60.0,0.0,0.0,,
0.0,170.0,65.0,0.0,0.0,,
0.0,170.0,70.0,0.0,0.0,,
0.0,170.0,75.0,0.0,0.0,,
0.0,170.0,80.0,0.0,0.0,,
0.0,170.0,85.0,0.0,0.0,,
0.0,180.0,-90.0,0.0,0.0,,
0.0,180.0,-85.0,0.0,0.0,,
0.0,180.0,-80.0,0.0,0.0,,
0.0,180.0,-75.0,0.0,0.0,,
0.0,180.0,-70.0,0.0,0.0,,
0.0,180.0,-65.0,0.0,0.0,,
0.0,180.0,-60.0,0.0,0.0,,
0.0,180.0,-55.0,0.0,0.0,,
0.0,180.0,-50.0,0.0,0.0,,
0.0,180.0,-45.0,0.0,0.0,,
0.0,180.0,-40.0,0.0,0.0,,
0.0,180.0,-35.0,0.0,0.0,,
0.0,180.0,-30.0,0.0,0.0,,
0.0,180.0,-25.0,0.0,0.0,,
0.0,180.0,-20.0,0.0,0.0,,
0.0,180.0,-15.0,0.0,0.0,,
0.0,180.0,-10.0,0.0,0.0,,
0.0,180.0,-5.0,0.0,0.0,,
0.0,180.0,0.0,0.0,0.0,,
0.0,180.0,5.0,0.0,0.0,,
0.0,180.0,10.0,0.0,0.0,,
0.0,180.0,15.0,0.0,0.0,,
0.0,180.0,20.0,0.0,0.0,,
0.0,180.0,25.0,0.0,0.0,,
0.0,180.0,30.0,0.0,0.0,,
0.0,180.0,35.0,0.0,0.0,,
0.0,180.0,40.0,0.0,0.0,,
0.0,180.0,45.0,0.0,0.0,,
0.0,180.0,50.0,0.0,0.0,,
0.0,180.0,55.0,0.0,0.0,,
0.0,180.0,60.0,0.0,0.0,,
0.0,180.0,65.0,0.0,0.0,,
0.0,180.0,70.0,0.0,0.0,,
0.0,180.0,75.0,0.0,0.0,,
0.0,180.0,80.0,0.0,0.0,,
0.0,180.0,85.0,0.0,0.0,,
0.0,190.0,-90.0,0.0,0.0,,
0.0,190.0,-85.0,0.0,0.0,,
0.0,190.0,-80.0,0.0,0.0,,
0.0,190.0,-75.0,0.0,0.0,,
0.0,190.0,-70.0,0.0,0.0,,
0.0,190.0,-65.0,0.0,0.0,,
0.0,190.0,-60.0,0.0,0.0,,
0.0,190.0,-55.0,0.0,0.0,,
0.0,190.0,-50.0,0.0,0.0,,
0.0,190.0,-45.0,0.0,0.0,,
0.0,190.0,-40.0,0.0,0.0,,
0.0,190.0,-35.0,0.0,0.0,,
0.0,190.0,-30.0,0.0,0.0,,
0.0,190.0,-25.0,0.0,0.0,,
0.0,190.0,-20.0,0.0,0.0,,
0.0,190.0,-15.0,0.0,0.0,,
0.0,190.0,-10.0,0.0,0.0,,
0.0,190.0,-5.0,0.0,0.0,,
0.0,190.0,0.0,0.0,0.0,,
0.0,190.0,5.0,0.0,0.0,,
0.0,190.0,10.0,0.0,0.0,,
0.0,190.0,15.0,0.0,0.0,,
0.0,190.0,20.0,0.0,0.0,,
0.0,190.0,25.0,0.0,0.0,,
0.0,190.0,30.0,0.0,0.0,,
0.0,190.0,35.0,0.0,0.0,,
0.0,190.0,40.0,0.0,0.0,,
0.0,190.0,45.0,0.0,0.0,,
0.0,190.0,50.0,0.0,0.0,,
0.0,190.0,55.0,0.0,0.0,,
0.0,190.0,60.0,0.0,0.0,,
0.0,190.0,65.0,0.0,0.0,,
0.0,190.0,70.0,0.0,0.0,,
0.0,190.0,75.0,0.0,0.0,,
0.0,190.0,80.0,0.0,0.0,,
0.0,190.0,85.0,0.0,0.0,,
0.0,200.0,-90.0,0.0,0.0,,
0.0,200.0,-85.0,0.0,0.0,,
0.0,200.0,-80.0,0.0,0.0,,
0.0,200.0,-75.0,0.0,0.0,,
0.0,200.0,-70.0,0.0,0.0,,
0.0,200.0,-65.0,0.0,0.0,,
0.0,200.0,-60.0,0.0,0.0,,
0.0,200.0,-55.0,0.0,0.0,,
0.0,200.0,-50.0,0.0,0.0,,
0.0,200.0,-45.0,0.0,0.0,,
0.0,200.0,-40.0,0.0,0.0,,
0.0,200.0,-35.0,0.0,0.0,,
0.0,200.0,-30.0,0.0,0.0,,
0.0,200.0,-25.0,0.0,0.0,,
0.0,200.0,-20.0,0.0,0.0,,
0.0,200.0,-15.0,0.0,0.0,,
0.0,200.0,-10.0,0.0,0.0,,
0.0,200.0,-5.0,0.0,0.0,,
0.0,200.0,0.0,0.0,0.0,,
0.0,200.0,5.0,0.0,0.0,,
0.0,200.0,10.0,0.0,0.0,,
0.0,200.0,15.0,0.0,0.0,,
0.0,200.0,20.0,0.0,0.0,,
0.0,200.0,25.0,0.0,0.0,,
0.0,200.0,30.0,0.0,0.0,,
0.0,200.0,35.0,0.0,0.0,,
0.0,200.0,40.0,0.0,0.0,,
0.0,200.0,45.0,0.0,0.0,,
0.0,200.0,50.0,0.0,0.0,,
0.0,200.0,55.0,0.0,0.0,,
0.0,200.0,60.0,0.0,0.0,,
0.0,200.0,65.0,0.0,0.0,,
0.0,200.0,70.0,0.0,0.0,,
0.0,200.0,75.0,0.0,0.0,,
0.0,200.0,80.0,0.0,0.0,,
0.0,200.0,85.0,0.0,0.0,,
0.0,210.0,-90.0,0.0,0.0,,
0.0,210.0,-85.0,0.0,0.0,,
0.0,210.0,-80.0,0.0,0.0,,
0.0,210.0,-75.0,0.0,0.0,,
0.0,210.0,-70.0,0.0,0.0,,
0.0,210.0,-65.0,0.0,0.0,,
0.0,210.0,-60.0,0.0,0.0,,
0.0,210.0,-55.0,0.0,0.0,,
0.0,210.0,-50.0,0.0,0.0,,
0.0,210.0,-45.0,0.0,0.0,,
0.0,210.0,-40.0,0.0,0.0,,
0.0,210.0,-35.0,0.0,0.0,,
0.0,210.0,-30.0,0.0,0.0,,
0.0,210.0,-25.0,0.0,0.0,,
0.0,210.0,-20.0,0.0,0.0,,
0.0,210.0,-15.0,0.0,0.0,,
0.0,210.0,-10.0,0.0,0.0,,
0.0,210.0,-5.0,0.0,0.0,,
0.0,210.0,0.0,0.0,0.0,,
0.0,210.0,5.0,0.0,0.0,,
0.0,210.0,10.0,0.0,0.0,,
0.0,210.0,15.0,0.0,0.0,,
0.0,210.0,20.0,0.0,0.0,,
0.0,210.0,25.0,0.0,0.0,,
0.0,210.0,30.0,0.0,0.0,,
0.0,210.0,35.0,0.0,0.0,,
0.0,210.0,40.0,0.0,0.0,,
0.0,210.0,45.0,0.0,0.0,,
0.0,210.0,50.0,0.0,0.0,,
0.0,210.0,55.0,0.0,0.0,,
0.0,210.0,60.0,0.0,0.0,,
0.0,210.0,65.0,0.0,0.0,,
0.0,210.0,70.0,0.0,0.0,,
0.0,210.0,75.0,0.0,0.0,,
0.0,210.0,80.0,0.0,0.0,,
0.0,210.0,85.0,0.0,0.0,,
0.0,220.0,-90.0,0.0,0.0,,
0.0,220.0,-85.0,0.0,0.0,,
0.0,220.0,-80.0,0.0,0.0,,
0.0,220.0,-75.0,0.0,0.0,,
0.0,220.0,-70.0,0.0,0.0,,
0.0,220.0,-65.0,0.0,0.0,,
0.0,220.0,-60.0,0.0,0.0,,
0.0,220.0,-55.0,0.0,0.0,,
0.0,220.0,-50.0,0.0,0.0,,
0.0,220.0,-45.0,0.0,0.0,,
0.0,220.0,-40.0,0.0,0.0,,
0.0,220.0,-35.0,0.0,0.0,,
0.0,220.0,-30.0,0.0,0.0,,
0.0,220.0,-25.0,0.0,0.0,,
0.0,220.0,-20.0,0.0,0.0,,
0.0,220.0,-15.0,0.0,0.0,,
0.0,220.0,-10.0,0.0,0.0,,
0.0,220.0,-5.0,0.0,0.0,,
0.0,220.0,0.0,0.0,0.0,,
0.0,220.0,5.0,0.0,0.0,,
0.0,220.0,10.0,0.0,0.0,,
0.0,220.0,15.0,0.0,0.0,,
0.0,220.0,20.0,0.0,0.0,,
0.0,220.0,25.0,0.0,0.0,,
0.0,220.0,30.0,0.0,0.0,,
0.0,220.0,35.0,0.0,0.0,,
0.0,220.0,40.0,0.0,0.0,,
0.0,220.0,45.0,0.0,0.0,,
0.0,220.0,50.0,0.0,0.0,,
0.0,220.0,55.0,0.0,0.0,,
0.0,220.0,60.0,0.0,0.0,,
0.0,220.0,65.0,0.0,0.0,,
0.0,220.0,70.0,0.0,0.0,,
0.0,220.0,75.0,0.0,0.0,,
0.0,220.0,80.0,0.0,0.0,,
0.0,220.0,85.0,0.0,0.0,,
0.0,230.0,-90.0,0.0,0.0,,
0.0,230.0,-85.0,0.0,0.0,,
0.0,230.0,-80.0,0.0,0.0,,
0.0,230.0,-75.0,0.0,0.0,,
0.0,230.0,-70.0,0.0,0.0,,
0.0,230.0,-65.0,0.0,0.0,,
0.0,230.0,-60.0,0.0,0.0,,
0.0,230.0,-55.0,0.0,0.0,,
0.0,230.0,-50.0,0.0,0.0,,
0.0,230.0,-45.0,0.0,0.0,,
0.0,230.0,-40.0,0.0,0.0,,
0.0,230.0,-35.0,0.0,0.0,,
0.0,230.0,-30.0,0.0,0.0,,
0.0,230.0,-25.0,0.0,0.0,,
0.0,230.0,-20.0,0.0,0.0,,
0.0,230.0,-15.0,0.0,0.0,,
0.0,230.0,-10.0,0.0,0.0,,
0.0,230.0,-5.0,0.0,0.0,,
0.0,230.0,0.0,0.0,0.0,,
0.0,230.0,5.0,0.0,0.0,,
0.0,230.0,10.0,0.0,0.0,,
0.0,230.0,15.0,0.0,0.0,,
0.0,230.0,20.0,0.0,0.0,,
0.0,230.0,25.0,0.0,0.0,,
0.0,230.0,30.0,0.0,0.0,,
0.0,230.0,35.0,0.0,0.0,,
0.0,230.0,40.0,0.0,0.0,,
0.0,230.0,45.0,0.0,0.0,,
0.0,230.0,50.0,0.0,0.0,,
0.0,230.0,55.0,0.0,0.0,,
0.0,230.0,60.0,0.0,0.0,,
0.0,230.0,65.0,0.0,0.0,,
0.0,230.0,70.0,0.0,0.0,,
0.0,230.0,75.0,0.0,0.0,,
0.0,230.0,80.0,0.0,0.0,,
0.0,230.0,85.0,0.0,0.0,,
0.0,240.0,-90.0,0.0,0.0,,
0.0,240.0,-85.0,0.0,0.0,,
0.0,240.0,-80.0,0.0,0.0,,
0.0,240.0,-75.0,0.0,0.0,,
0.0,240.0,-70.0,0.0,0.0,,
0.0,240.0,-65.0,0.0,0.0,,
0.0,240.0,-60.0,0.0,0.0,,
0.0,240.0,-55.0,0.0,0.0,,
0.0,240.0,-50.0,0.0,0.0,,
0.0,240.0,-45.0,0.0,0.0,,
0.0,240.0,-40.0,0.0,0.0,,
0.0,240.0,-35.0,0.0,0.0,,
0.0,240.0,-30.0,0.0,0.0,,
0.0,240.0,-25.0,0.0,0.0,,
0.0,240.0,-20.0,0.0,0.0,,
0.0,240.0,-15.0,0.0,0.0,,
0.0,240.0,-10.0,0.0,0.0,,
0.0,240.0,-5.0,0.0,0.0,,
0.0,240.0,0.0,0.0,0.0,,
0.0,240.0,5.0,0.0,0.0,,
0.0,240.0,10.0,0.0,0.0,,
0.0,240.0,15.0,0.0,0.0,,
0.0,240.0,20.0,0.0,0.0,,
0.0,240.0,25.0,0.0,0.0,,
0.0,240.0,30.0,0.0,0.0,,
0.0,240.0,35.0,0.0,0.0,,
0.0,240.0,40.0,0.0,0.0,,
0.0,240.0,45.0,0.0,0.0,,
0.0,240.0,50.0,0.0,0.0,,
0.0,240.0,55.0,0.0,0.0,,
0.0,240.0,60.0,0.0,0.0,,
0.0,240.0,65.0,0.0,0.0,,
0.0,240.0,70.0,0.0,0.0,,
0.0,240.0,75.0,0.0,0.0,,
0.0,240.0,80.0,0.0,0.0,,
0.0,240.0,85.0,0.0,0.0,,
0.0,250.0,-90.0,0.0,0.0,,
0.0,250.0,-85.0,0.0,0.0,,
0.0,250.0,-80.0,0.0,0.0,,
0.0,250.0,-75.0,0.0,0.0,,
0.0,250.0,-70.0,0.0,0.0,,
0.0,250.0,-65.0,0.0,0.0,,
0.0,250.0,-60.0,0.0,0.0,,
0.0,250.0,-55.0,0.0,0.0,,
0.0,250.0,-50.0,0.0,0.0,,
0.0,250.0,-45.0,0.0,0.0,,
0.0,250.0,-40.0,0.0,0.0,,
0.0,250.0,-35.0,0.0,0.0,,
0.0,250.0,-30.0,0.0,0.0,,
0.0,250.0,-25.0,0.0,0.0,,
0.0,250.0,-20.0,0.0,0.0,,
0.0,250.0,-15.0,0.0,0.0,,
0.0,250.0,-10.0,0.0,0.0,,
0.0,250.0,-5.0,0.0,0.0,,
0.0,250.0,0.0,0.0,0.0,,
0.0,250.0,5.0,0.0,0.0,,
0.0,250.0,10.0,0.0,0.0,,
0.0,250.0,15.0,0.0,0.0,,
0.0,250.0,20.0,0.0,0.0,,
0.0,250.0,25.0,0.0,0.0,,
0.0,250.0,30.0,0.0,0.0,,
0.0,250.0,35.0,0.0,0.0,,
0.0,250.0,40.0,0.0,0.0,,
0.0,250.0,45.0,0.0,0.0,,
0.0,250.0,50.0,0.0,0.0,,
0.0,250.0,55.0,0.0,0.0,,
0.0,250.0,60.0,0.0,0.0,,
0.0,250.0,65.0,0.0,0.0,,
0.0,250.0,70.0,0.0,0.0,,
0.0,250.0,75.0,0.0,0.0,,
0.0,250.0,80.0,0.0,0.0,,
0.0,250.0,85.0,0.0,0.0,,
0.0,260.0,-90.0,0.0,0.0,,
0.0,260.0,-85.0,0.0,0.0,,
0.0,260.0,-80.0,0.0,0.0,,
0.0,260.0,-75.0,0.0,0.0,,
0.0,260.0,-70.0,0.0,0.0,,
0.0,260.0,-65.0,0.0,0.0,,
0.0,260.0,-60.0,0.0,0.0,,
0.0,260.0,-55.0,0.0,0.0,,
0.0,260.0,-50.0,0.0,0.0,,
0.0,260.0,-45.0,0.0,0.0,,
0.0,260.0,-40.0,0.0,0.0,,
0.0,260.0,-35.0,0.0,0.0,,
0.0,260.0,-30.0,0.0,0.0,,
0.0,260.0,-25.0,0.0,0.0,,
0.0,260.0,-20.0,0.0,0.0,,
0.0,260.0,-15.0,0.0,0.0,,
0.0,260.0,-10.0,0.0,0.0,,
0.0,260.0,-5.0,0.0,0.0,,
0.0,260.0,0.0,0.0,0.0,,
0.0,260.0,5.0,0.0,0.0,,
0.0,260.0,10.0,0.0,0.0,,
0.0,260.0,15.0,0.0,0.0,,
0.0,260.0,20.0,0.0,0.0,,
0.0,260.0,25.0,0.0,0.0,,
0.0,260.0,30.0,0.0,0.0,,
0.0,260.0,35.0,0.0,0.0,,
0.0,260.0,40.0,0.0,0.0,,
0.0,260.0,45.0,0.0,0.0,,
0.0,260.0,50.0,0.0,0.0,,
0.0,260.0,55.0,0.0,0.0,,
0.0,260.0,60.0,0.0,0.0,,
0.0,260.0,65.0,0.0,0.0,,
0.0,260.0,70.0,0.0,0.0,,
0.0,260.0,75.0,0.0,0.0,,
0.0,260.0,80.0,0.0,0.0,,
0.0,260.0,85.0,0.0,0.0,,
0.0,270.0,-90.0,0.0,0.0,,
0.0,270.0,-85.0,0.0,0.0,,
0.0,270.0,-80.0,0.0,0.0,,
0.0,270.0,-75.0,0.0,0.0,,
0.0,270.0,-70.0,0.0,0.0,,
0.0,270.0,-65.0,0.0,0.0,,
0.0,270.0,-60.0,0.0,0.0,,
0.0,270.0,-55.0,0.0,0.0,,
0.0,270.0,-50.0,0.0,0.0,,
0.0,270.0,-45.0,0.0,0.0,,
0.0,270.0,-40.0,0.0,0.0,,
0.0,270.0,-35.0,0.0,0.0,,
0.0,270.0,-30.0,0.0,0.0,,
0.0,270.0,-25.0,0.0,0.0,,
0.0,270.0,-20.0,0.0,0.0,,
0.0,270.0,-15.0,0.0,0.0,,
0.0,270.0,-10.0,0.0,0.0,,
0.0,270.0,-5.0,0.0,0.0,,
0.0,270.0,0.0,0.0,0.0,,
0.0,270.0,5.0,0.0,0.0,,
0.0,270.0,10.0,0.0,0.0,,
0.0,270.0,15.0,0.0,0.0,,
0.0,270.0,20.0,0.0,0.0,,
0.0,270.0,25.0,0.0,0.0,,
0.0,270.0,30.0,0.0,0.0,,
0.0,270.0,35.0,0.0,0.0,,
0.0,270.0,40.0,0.0,0.0,,
0.0,270.0,45.0,0.0,0.0,,
0.0,270.0,50.0,0.0,0.0,,
0.0,270.0,55.0,0.0,0.0,,
0.0,270.0,60.0,0.0,0.0,,
0.0,270.0,65.0,0.0,0.0,,
0.0,270.0,70.0,0.0,0.0,,
0.0,270.0,75.0,0.0,0.0,,
0.0,270.0,80.0,0.0,0.0,,
0.0,270.0,85.0,0.0,0.0,,
0.0,280.0,-90.0,0.0,0.0,,
0.0,280.0,-85.0,0.0,0.0,,
0.0,280.0,-80.0,0.0,0.0,,
0.0,280.0,-75.0,0.0,0.0,,
0.0,280.0,-70.0,0.0,0.0,,
0.0,280.0,-65.0,0.0,0.0,,
0.0,280.0,-60.0,0.0,0.0,,
0.0,280.0,-55.0,0.0,0.0,,
0.0,280.0,-50.0,0.0,0.0,,
0.0,280.0,-45.0,0.0,0.0,,
0.0,280.0,-40.0,0.0,0.0,,
0.0,280.0,-35.0,0.0,0.0,,
0.0,280.0,-30.0,0.0,0.0,,
0.0,280.0,-25.0,0.0,0.0,,
0.0,280.0,-20.0,0.0,0.0,,
0.0,280.0,-15.0,0.0,0.0,,
0.0,280.0,-10.0,0.0,0.0,,
0.0,280.0,-5.0,0.0,0.0,,
0.0,280.0,0.0,0.0,0.0,,
0.0,280.0,5.0,0.0,0.0,,
0.0,280.0,10.0,0.0,0.0,,
0.0,280.0,15.0,0.0,0.0,,
0.0,280.0,20.0,0.0,0.0,,
0.0,280.0,25.0,0.0,0.0,,
0.0,280.0,30.0,0.0,0.0,,
0.0,280.0,35.0,0.0,0.0,,
0.0,280.0,40.0,0.0,0.0,,
0.0,280.0,45.0,0.0,0.0,,
0.0,280.0,50.0,0.0,0.0,,
0.0,280.0,55.0,0.0,0.0,,
0.0,280.0,60.0,0.0,0.0,,
0.0,280.0,65.0,0.0,0.0,,
0.0,280.0,70.0,0.0,0.0,,
0.0,280.0,75.0,0.0,0.0,,
0.0,280.0,80.0,0.0,0.0,,
0.0,280.0,85.0,0.0,0.0,,
0.0,290.0,-90.0,0.0,0.0,,
0.0,290.0,-85.0,0.0,0.0,,
0.0,290.0,-80.0,0.0,0.0,,
0.0,290.0,-75.0,0.0,0.0,,
0.0,290.0,-70.0,0.0,0.0,,
0.0,290.0,-65.0,0.0,0.0,,
0.0,290.0,-60.0,0.0,0.0,,
0.0,290.0,-55.0,0.0,0.0,,
0.0,290.0,-50.0,0.0,0.0,,
0.0,290.0,-45.0,0.0,0.0,,
0.0,290.0,-40.0,0.0,0.0,,
0.0,290.0,-35.0,0.0,0.0,,
0.0,290.0,-30.0,0.0,0.0,,
0.0,290.0,-25.0,0.0,0.0,,
0.0,290.0,-20.0,0.0,0.0,,
0.0,290.0,-15.0,0.0,0.0,,
0.0,290.0,-10.0,0.0,0.0,,
0.0,290.0,-5.0,0.0,0.0,,
0.0,290.0,0.0,0.0,0.0,,
0.0,290.0,5.0,0.0,0.0,,
0.0,290.0,10.0,0.0,0.0,,
0.0,290.0,15.0,0.0,0.0,,
0.0,290.0,20.0,0.0,0.0,,
0.0,290.0,25.0,0.0,0.0,,
0.0,290.0,30.0,0.0,0.0,,
0.0,290.0,35.0,0.0,0.0,,
0.0,290.0,40.0,0.0,0.0,,
0.0,290.0,45.0,0.0,0.0,,
0.0,290.0,50.0,0.0,0.0,,
0.0,290.0,55.0,0.0,0.0,,
0.0,290.0,60.0,0.0,0.0,,
0.0,290.0,65.0,0.0,0.0,,
0.0,290.0,70.0,0.0,0.0,,
0.0,290.0,75.0,0.0,0.0,,
0.0,290.0,80.0,0.0,0.0,,
0.0,290.0,85.0,0.0,0.0,,
0.0,300.0,-90.0,0.0,0.0,,
0.0,300.0,-85.0,0.0,0.0,,
0.0,300.0,-80.0,0.0,0.0,,
0.0,300.0,-75.0,0.0,0.0,,
0.0,300.0,-70.0,0.0,0.0,,
0.0,300.0,-65.0,0.0,0.0,,
0.0,300.0,-60.0,0.0,0.0,,
0.0,300.0,-55.0,0.0,0.0,,
0.0,300.0,-50.0,0.0,0.0,,
0.0,300.0,-45.0,0.0,0.0,,
0.0,300.0,-40.0,0.0,0.0,,
0.0,300.0,-35.0,0.0,0.0,,
0.0,300.0,-30.0,0.0,0.0,,
0.0,300.0,-25.0,0.0,0.0,,
0.0,300.0,-20.0,0.0,0.0,,
0.0,300.0,-15.0,0.0,0.0,,
0.0,300.0,-10.0,0.0,0.0,,
0.0,300.0,-5.0,0.0,0.0,,
0.0,300.0,0.0,0.0,0.0,,
0.0,300.0,5.0,0.0,0.0,,
0.0,300.0,10.0,0.0,0.0,,
0.0,300.0,15.0,0.0,0.0,,
0.0,300.0,20.0,0.0,0.0,,
0.0,300.0,25.0,0.0,0.0,,
0.0,300.0,30.0,0.0,0.0,,
0.0,300.0,35.0,0.0,0.0,,
0.0,300.0,40.0,0.0,0.0,,
0.0,300.0,45.0,0.0,0.0,,
0.0,300.0,50.0,0.0,0.0,,
0.0,300.0,55.0,0.0,0.0,,
0.0,300.0,60.0,0.0,0.0,,
0.0,300.0,65.0,0.0,0.0,,
0.0,300.0,70.0,0.0,0.0,,
0.0,300.0,75.0,0.0,0.0,,
0.0,300.0,80.0,0.0,0.0,,
0.0,300.0,85.0,0.0,0.0,,
0.0,310.0,-90.0,0.0,0.0,,
0.0,310.0,-85.0,0.0,0.0,,
0.0,310.0,-80.0,0.0,0.0,,
0.0,310.0,-75.0,0.0,0.0,,
0.0,310.0,-70.0,0.0,0.0,,
0.0,310.0,-65.0,0.0,0.0,,
0.0,310.0,-60.0,0.0,0.0,,
0.0,310.0,-55.0,0.0,0.0,,
0.0,310.0,-50.0,0.0,0.0,,
0.0,310.0,-45.0,0.0,0.0,,
0.0,310.0,-40.0,0.0,0.0,,
0.0,310.0,-35.0,0.0,0.0,,
0.0,310.0,-30.0,0.0,0.0,,
0.0,310.0,-25.0,0.0,0.0,,
0.0,310.0,-20.0,0.0,0.0,,
0.0,310.0,-15.0,0.0,0.0,,
0.0,310.0,-10.0,0.0,0.0,,
0.0,310.0,-5.0,0.0,0.0,,
0.0,310.0,0.0,0.0,0.0,,
0.0,310.0,5.0,0.0,0.0,,
0.0,310.0,10.0,0.0,0.0,,
0.0,310.0,15.0,0.0,0.0,,
0.0,310.0,20.0,0.0,0.0,,
0.0,310.0,25.0,0.0,0.0,,
0.0,310.0,30.0,0.0,0.0,,
0.0,310.0,35.0,0.0,0.0,,
0.0,310.0,40.0,0.0,0.0,,
0.0,310.0,45.0,0.0,0.0,,
0.0,310.0,50.0,0.0,0.0,,
0.0,310.0,55.0,0.0,0.0,,
0.0,310.0,60.0,0.0,0.0,,
0.0,310.0,65.0,0.0,0.0,,
0.0,310.0,70.0,0.0,0.0,,
0.0,310.0,75.0,0.0,0.0,,
0.0,310.0,80.0,0.0,0.0,,
0.0,310.0,85.0,0.0,0.0,,
0.0,320.0,-90.0,0.0,0.0,,
0.0,320.0,-85.0,0.0,0.0,,
0.0,320.0,-80.0,0.0,0.0,,
0.0,320.0,-75.0,0.0,0.0,,
0.0,320.0,-70.0,0.0,0.0,,
0.0,320.0,-65.0,0.0,0.0,,
0.0,320.0,-60.0,0.0,0.0,,
0.0,320.0,-55.0,0.0,0.0,,
0.0,320.0,-50.0,0.0,0.0,,
0.0,320.0,-45.0,0.0,0.0,,
0.0,320.0,-40.0,0.0,0.0,,
0.0,320.0,-35.0,0.0,0.0,,
0.0,320.0,-30.0,0.0,0.0,,
0.0,320.0,-25.0,0.0,0.0,,
0.0,320.0,-20.0,0.0,0.0,,
0.0,320.0,-15.0,0.0,0.0,,
0.0,320.0,-10.0,0.0,0.0,,
0.0,320.0,-5.0,0.0,0.0,,
0.0,320.0,0.0,0.0,0.0,,
0.0,320.0,5.0,0.0,0.0,,
0.0,320.0,10.0,0.0,0.0,,
0.0,320.0,15.0,0.0,0.0,,
0.0,320.0,20.0,0.0,0.0,,
0.0,320.0,25.0,0.0,0.0,,
0.0,320.0,30.0,0.0,0.0,,
0.0,320.0,35.0,0.0,0.0,,
0.0,320.0,40.0,0.0,0.0,,
0.0,320.0,45.0,0.0,0.0,,
0.0,320.0,50.0,0.0,0.0,,
0.0,320.0,55.0,0.0,0.0,,
0.0,320.0,60.0,0.0,0.0,,
0.0,320.0,65.0,0.0,0.0,,
0.0,320.0,70.0,0.0,0.0,,
0.0,320.0,75.0,0.0,0.0,,
0.0,320.0,80.0,0.0,0.0,,
0.0,320.0,85.0,0.0,0.0,,
0.0,330.0,-90.0,0.0,0.0,,
0.0,330.0,-85.0,0.0,0.0,,
0.0,330.0,-80.0,0.0,0.0,,
0.0,330.0,-75.0,0.0,0.0,,
0.0,330.0,-70.0,0.0,0.0,,
0.0,330.0,-65.0,0.0,0.0,,
0.0,330.0,-60.0,0.0,0.0,,
0.0,330.0,-55.0,0.0,0.0,,
0.0,330.0,-50.0,0.0,0.0,,
0.0,330.0,-45.0,0.0,0.0,,
0.0,330.0,-40.0,0.0,0.0,,
0.0,330.0,-35.0,0.0,0.0,,
0.0,330.0,-30.0,0.0,0.0,,
0.0,330.0,-25.0,0.0,0.0,,
0.0,330.0,-20.0,0.0,0.0,,
0.0,330.0,-15.0,0.0,0.0,,
0.0,330.0,-10.0,0.0,0.0,,
0.0,330.0,-5.0,0.0,0.0,,
0.0,330.0,0.0,0.0,0.0,,
0.0,330.0,5.0,0.0,0.0,,
0.0,330.0,10.0,0.0,0.0,,
0.0,330.0,15.0,0.0,0.0,,
0.0,330.0,20.0,0.0,0.0,,
0.0,330.0,25.0,0.0,0.0,,
0.0,330.0,30.0,0.0,0.0,,
0.0,330.0,35.0,0.0,0.0,,
0.0,330.0,40.0,0.0,0.0,,
0.0,330.0,45.0,0.0,0.0,,
0.0,330.0,50.0,0.0,0.0,,
0.0,330.0,55.0,0.0,0.0,,
0.0,330.0,60.0,0.0,0.0,,
0.0,330.0,65.0,0.0,0.0,,
0.0,330.0,70.0,0.0,0.0,,
0.0,330.0,75.0,0.0,0.0,,
0.0,330.0,80.0,0.0,0.0,,
0.0,330.0,85.0,0.0,0.0,,
0.0,340.0,-90.0,0.0,0.0,,
0.0,340.0,-85.0,0.0,0.0,,
0.0,340.0,-80.0,0.0,0.0,,
0.0,340.0,-75.0,0.0,0.0,,
0.0,340.0,-70.0,0.0,0.0,,
0.0,340.0,-65.0,0.0,0.0,,
0.0,340.0,-60.0,0.0,0.0,,
0.0,340.0,-55.0,0.0,0.0,,
0.0,340.0,-50.0,0.0,0.0,,
0.0,340.0,-45.0,0.0,0.0,,
0.0,340.0,-40.0,0.0,0.0,,
0.0,340.0,-35.0,0.0,0.0,,
0.0,340.0,-30.0,0.0,0.0,,
0.0,340.0,-25.0,0.0,0.0,,
