z,RA,Dec,Chi,dl_FLRW,dl_Lan,rel_Corr
0.09,180.0,75.0,264.07674609863295,287.84365324750996,288.50647876438603,0.002302727572409127
0.09,180.0,80.0,264.07674609863295,287.84365324750996,288.375331572661,0.001847108036437826
0.09,180.0,85.0,264.07674609863295,287.84365324750996,288.2385335996588,0.0013718570748172704
0.09,190.0,-90.0,264.07674609863295,287.84365324750996,288.0577812225975,0.0007439037570283211
0.09,190.0,-85.0,264.07674609863295,287.84365324750996,287.95065048089884,0.00037171996735623576
0.09,190.0,-80.0,264.07674609863295,287.84365324750996,287.84808293443444,1.5389211728321685e-05
0.09,190.0,-75.0,264.07674609863295,287.84365324750996,287.75279915801264,-0.0003156369385681243
0.09,190.0,-70.0,264.07674609863295,287.84365324750996,287.6683033525312,-0.0006091845104118969
0.09,190.0,-65.0,264.07674609863295,287.84365324750996,287.59921607728444,-0.0008492011808068132
0.09,190.0,-60.0,264.07674609863295,287.84365324750996,287.5516090612738,-0.0010145931061577489
0.09,190.0,-55.0,264.07674609863295,287.84365324750996,287.5330765981024,-0.0010789768886809636
0.09,190.0,-50.0,264.07674609863295,287.84365324750996,287.5519251433075,-0.0010134950029681306
0.09,190.0,-45.0,264.07674609863295,287.84365324750996,287.6146302439453,-0.0007956506978033443
0.09,190.0,-40.0,264.07674609863295,287.84365324750996,287.7216335944715,-0.0004239094788502026
0.09,190.0,-35.0,264.07674609863295,287.84365324750996,287.8642861800179,7.168104029811523e-05
0.09,190.0,-30.0,264.07674609863295,287.84365324750996,288.0269058352002,0.0006366393200709601
0.09,190.0,-25.0,264.07674609863295,287.84365324750996,288.19315844656626,0.0012142188827620486
0.09,190.0,-20.0,264.07674609863295,287.84365324750996,288.35117942164914,0.0017632008502295965
0.09,190.0,-15.0,264.07674609863295,287.84365324750996,288.4945210551139,0.002261185196410566
0.09,190.0,-10.0,264.07674609863295,287.84365324750996,288.620589508818,0.0026991606469084087
0.09,190.0,-5.0,264.07674609863295,287.84365324750996,288.72883591967116,0.0030752203919537265
0.09,190.0,0.0,264.07674609863295,287.84365324750996,288.81956821150237,0.003390434192249738
0.09,190.0,5.0,264.07674609863295,287.84365324750996,288.89335176192026,0.0036467662307902923
0.09,190.0,10.0,264.07674609863295,287.84365324750996,288.95076452122197,0.0038462243694498102
0.09,190.0,15.0,264.07674609863295,287.84365324750996,288.99232650561424,0.003990615200803402
0.09,190.0,20.0,264.07674609863295,287.84365324750996,289.01850335592195,0.004081556411465245
0.09,190.0,25.0,264.07674609863295,287.84365324750996,289.0297354141685,0.004120577797276087
0.09,190.0,30.0,264.07674609863295,287.84365324750996,289.0264707589989,0.004109236031936844
0.09,190.0,35.0,264.07674609863295,287.84365324750996,289.00919342403824,0.004049212700639487
0.09,190.0,40.0,264.07674609863295,287.84365324750996,288.9784438098664,0.003942385213477867
0.09,190.0,45.0,264.07674609863295,287.84365324750996,288.9348308939914,0.003790869224214447
0.09,190.0,50.0,264.07674609863295,287.84365324750996,288.8790370495464,0.0035970353709557337
0.09,190.0,55.0,264.07674609863295,287.84365324750996,288.8118169132199,0.0033635053432199023
0.09,190.0,60.0,264.07674609863295,287.84365324750996,288.73399215514456,0.0030931337119635307
0.09,190.0,65.0,264.07674609863295,287.84365324750996,288.6464443764332,0.0027889832548536686
0.09,190.0,70.0,264.07674609863295,287.84365324750996,288.5501088303858,0.0024543031430621794
0.09,190.0,75.0,264.07674609863295,287.84365324750996,288.44597241266734,0.002092521958924197
0.09,190.0,80.0,264.07674609863295,287.84365324750996,288.3350807029842,0.0017072721594861464
0.09,190.0,85.0,264.07674609863295,287.84365324750996,288.2185613204588,0.0013024712156025913
0.09,200.0,-90.0,264.07674609863295,287.84365324750996,288.0577812225975,0.0007439037570283211
0.09,200.0,-85.0,264.07674609863295,287.84365324750996,287.970766317821,0.0004416045616323716
0.09,200.0,-80.0,264.07674609863295,287.84365324750996,287.8852637096861,0.00014455924842081045
0.09,200.0,-75.0,264.07674609863295,287.84365324750996,287.8034109067603,-0.0001398062465358043
0.09,200.0,-70.0,264.07674609863295,287.84365324750996,287.72814073280887,-0.0004013029761047576
0.09,200.0,-65.0,264.07674609863295,287.84365324750996,287.6636090901353,-0.0006254928859587456
0.09,200.0,-60.0,264.07674609863295,287.84365324750996,287.61569641188896,-0.000791946714993112
0.09,200.0,-55.0,264.07674609863295,287.84365324750996,287.5922536596131,-0.000873389373225646
0.09,200.0,-50.0,264.07674609863295,287.84365324750996,287.6022095302948,-0.0008388016011162295
0.09,200.0,-45.0,264.07674609863295,287.84365324750996,287.65233366078917,-0.0006646649476626494
0.09,200.0,-40.0,264.07674609863295,287.84365324750996,287.74217951931377,-0.00035253071259824516
0.09,200.0,-35.0,264.07674609863295,287.84365324750996,287.86169541791855,6.268045240892452e-05
0.09,200.0,-30.0,264.07674609863295,287.84365324750996,287.9954462300131,0.0005273452472916128
0.09,200.0,-25.0,264.07674609863295,287.84365324750996,288.1296451323443,0.0009935667561460713
0.09,200.0,-20.0,264.07674609863295,287.84365324750996,288.25566850876027,0.0014313856032670707
0.09,200.0,-15.0,264.07674609863295,287.84365324750996,288.3694831990279,0.0018267901535623432
0.09,200.0,-10.0,264.07674609863295,287.84365324750996,288.4697662857275,0.002175184448757412
0.09,200.0,-5.0,264.07674609863295,287.84365324750996,288.55643027925964,0.0024762645405170657
0.09,200.0,0.0,264.07674609863295,287.84365324750996,288.62982030510267,0.0027312294320998485
0.09,200.0,5.0,264.07674609863295,287.84365324750996,288.69036165321967,0.0029415566268595566
0.09,200.0,10.0,264.07674609863295,287.84365324750996,288.7384374166129,0.0031085770313426936
0.09,200.0,15.0,264.07674609863295,287.84365324750996,288.77436719440874,0.0032334009674982707
0.09,200.0,20.0,264.07674609863295,287.84365324750996,288.79842407910394,0.003316977188213247
0.09,200.0,25.0,264.07674609863295,287.84365324750996,288.8108621962081,0.0033601885530074533
0.09,200.0,30.0,264.07674609863295,287.84365324750996,288.8119434294031,0.0033639448741310113
0.09,200.0,35.0,264.07674609863295,287.84365324750996,288.8019591399067,0.0033292583719840953
0.09,200.0,40.0,264.07674609863295,287.84365324750996,288.7812457293953,0.003257297742393307
0.09,200.0,45.0,264.07674609863295,287.84365324750996,288.7501941760532,0.0031494212858803293
0.09,200.0,50.0,264.07674609863295,287.84365324750996,288.7092542429458,0.003007191528004751
0.09,200.0,55.0,264.07674609863295,287.84365324750996,288.65893436535134,0.0028323748279427676
0.09,200.0,60.0,264.07674609863295,287.84365324750996,288.5997984623332,0.0026269303015447848
0.09,200.0,65.0,264.07674609863295,287.84365324750996,288.53246118956883,0.002392993329147954
0.09,200.0,70.0,264.07674609863295,287.84365324750996,288.45758355101975,0.0021328603100443525
0.09,200.0,75.0,264.07674609863295,287.84365324750996,288.375871467698,0.0018489836902201764
0.09,200.0,80.0,264.07674609863295,287.84365324750996,288.288081142248,0.0015439905994935436
0.09,200.0,85.0,264.07674609863295,287.84365324750996,288.1950373857105,0.0012207465206759858
0.09,210.0,-90.0,264.07674609863295,287.84365324750996,288.0577812225975,0.0007439037570283211
0.09,210.0,-85.0,264.07674609863295,287.84365324750996,287.99397914930034,0.0005222484501371977
0.09,210.0,-80.0,264.07674609863295,287.84365324750996,287.92946119708057,0.00029810610240138953
0.09,210.0,-75.0,264.07674609863295,287.84365324750996,287.8655842067593,7.619052566194735e-05
0.09,210.0,-70.0,264.07674609863295,287.84365324750996,287.80433403961564,-0.00013659918310062415
0.09,210.0,-65.0,264.07674609863295,287.84365324750996,287.7487569801322,-0.00032967990194374006
0.09,210.0,-60.0,264.07674609863295,287.84365324750996,287.70355528434703,-0.00048671548454275914
0.09,210.0,-55.0,264.07674609863295,287.84365324750996,287.6755720632955,-0.0005839322226428455
0.09,210.0,-50.0,264.07674609863295,287.84365324750996,287.6732099408117,-0.0005921384917654245
0.09,210.0,-45.0,264.07674609863295,287.84365324750996,287.7032994371249,-0.0004876043254786642
0.09,210.0,-40.0,264.07674609863295,287.84365324750996,287.76595660198524,-0.00026992655439201946
0.09,210.0,-35.0,264.07674609863295,287.84365324750996,287.85255790148744,3.093573152316028e-05
0.09,210.0,-30.0,264.07674609863295,287.84365324750996,287.95036029546134,0.00037071183174433597
0.09,210.0,-25.0,264.07674609863295,287.84365324750996,288.0487428890386,0.0007125036081731608
0.09,210.0,-20.0,264.07674609863295,287.84365324750996,288.1415040525541,0.0010347659282520952
0.09,210.0,-15.0,264.07674609863295,287.84365324750996,288.2258992909171,0.001327964119043582
0.09,210.0,-10.0,264.07674609863295,287.84365324750996,288.3010560426703,0.0015890668076223332
0.09,210.0,-5.0,264.07674609863295,287.84365324750996,288.36690008196786,0.0018178161253670408
0.09,210.0,0.0,264.07674609863295,287.84365324750996,288.42361824198605,0.002014861150950489
0.09,210.0,5.0,264.07674609863295,287.84365324750996,288.4714364209603,0.0021809866792877547
0.09,210.0,10.0,264.07674609863295,287.84365324750996,288.51054735348157,0.002316862291204208
0.09,210.0,15.0,264.07674609863295,287.84365324750996,288.5411009505732,0.002423008793817223
0.09,210.0,20.0,264.07674609863295,287.84365324750996,288.5632172953822,0.002499843368974596
0.09,210.0,25.0,264.07674609863295,287.84365324750996,288.5770054081954,0.0025477447649500454
0.09,210.0,30.0,264.07674609863295,287.84365324750996,288.58258111572053,0.0025671153762601047
0.09,210.0,35.0,264.07674609863295,287.84365324750996,288.58008167132743,0.002558432035964489
0.09,210.0,40.0,264.07674609863295,287.84365324750996,288.5696765301389,0.0025222834494968054
0.09,210.0,45.0,264.07674609863295,287.84365324750996,288.55157438632085,0.0024593946429736016
0.09,210.0,50.0,264.07674609863295,287.84365324750996,288.52602687408904,0.0023706398208902923
0.09,210.0,55.0,264.07674609863295,287.84365324750996,288.4933294897117,0.0022570455692594144
0.09,210.0,60.0,264.07674609863295,287.84365324750996,288.45382042622145,0.0021197868072736097
0.09,210.0,65.0,264.07674609863295,287.84365324750996,288.40787819002173,0.0019601785071376616
0.09,210.0,70.0,264.07674609863295,287.84365324750996,288.35591915452335,0.0017796671951384039
0.09,210.0,75.0,264.07674609863295,287.84365324750996,288.2983967093764,0.0015798279959828355
0.09,210.0,80.0,264.07674609863295,287.84365324750996,288.2358045931328,0.0013623762108301977
0.09,210.0,85.0,264.07674609863295,287.84365324750996,288.16868875681524,0.0011292085326121016
0.09,220.0,-90.0,264.07674609863295,287.84365324750996,288.0577812225975,0.0007439037570283211
0.09,220.0,-85.0,264.07674609863295,287.84365324750996,288.01967728396335,0.0006115265508461003
0.09,220.0,-80.0,264.07674609863295,287.84365324750996,287.97981236143016,0.0004730314960360899
0.09,220.0,-75.0,264.07674609863295,287.84365324750996,287.93878145912987,0.00033048570134042415
0.09,220.0,-70.0,264.07674609863295,287.84365324750996,287.89750293296424,0.00018707963454016498
0.09,220.0,-65.0,264.07674609863295,287.84365324750996,287.85750398722337,4.811896860361289e-05
0.09,220.0,-60.0,264.07674609863295,287.84365324750996,287.82139218103174,-7.733735389706022e-05
0.09,220.0,-55.0,264.07674609863295,287.84365324750996,287.7934229104319,-0.00017450562661820436
0.09,220.0,-50.0,264.07674609863295,287.84365324750996,287.7795476824759,-0.00022270967002675895
0.09,220.0,-45.0,264.07674609863295,287.84365324750996,287.7856176647047,-0.0002016218949089611
0.09,220.0,-40.0,264.07674609863295,287.84365324750996,287.81352423890104,-0.0001046714362780113
0.09,220.0,-35.0,264.07674609863295,287.84365324750996,287.85896560699035,5.319679384148829e-05
0.09,220.0,-30.0,264.07674609863295,287.84365324750996,287.91417166831604,0.0002449886249373058
0.09,220.0,-25.0,264.07674609863295,287.84365324750996,287.9722497282214,0.0004467580898888307
0.09,220.0,-20.0,264.07674609863295,287.84365324750996,288.0289430139621,0.0006437166995403137
0.09,220.0,-15.0,264.07674609863295,287.84365324750996,288.0821502828375,0.0008285645093674193
0.09,220.0,-10.0,264.07674609863295,287.84365324750996,288.13098084012887,0.0009982071495313
0.09,220.0,-5.0,264.07674609863295,287.84365324750996,288.17509953691723,0.0011514802764202759
0.09,220.0,0.0,264.07674609863295,287.84365324750996,288.2143897581285,0.0012879787566474155
0.09,220.0,5.0,264.07674609863295,287.84365324750996,288.2488054776993,0.0014075426906877042
0.09,220.0,10.0,264.07674609863295,287.84365324750996,288.27831513402026,0.0015100624300947577
0.09,220.0,15.0,264.07674609863295,287.84365324750996,288.30288572952605,0.001595423337756259
0.09,220.0,20.0,264.07674609863295,287.84365324750996,288.32248309916724,0.0016635067205931
0.09,220.0,25.0,264.07674609863295,287.84365324750996,288.33707780201576,0.0017142102976351464
0.09,220.0,30.0,264.07674609863295,287.84365324750996,288.34665219353997,0.0017474727698702519
0.09,220.0,35.0,264.07674609863295,287.84365324750996,288.35120688858945,0.001763296273352539
0.09,220.0,40.0,264.07674609863295,287.84365324750996,288.3507659544735,0.0017617644205186213
0.09,220.0,45.0,264.07674609863295,287.84365324750996,288.3453806519114,0.0017430552966543962
0.09,220.0,50.0,264.07674609863295,287.84365324750996,288.3351317519881,0.0017074495092499148
0.09,220.0,55.0,264.07674609863295,287.84365324750996,288.3201305665291,0.0016553337676319564
0.09,220.0,60.0,264.07674609863295,287.84365324750996,288.3005189128819,0.0015872007606125029
0.09,220.0,65.0,264.07674609863295,287.84365324750996,288.2764683332679,0.001503646444431962
0.09,220.0,70.0,264.07674609863295,287.84365324750996,288.24817904132357,0.0014053663829292295
0.09,220.0,75.0,264.07674609863295,287.84365324750996,288.2158793319781,0.0012931536973930637
0.09,220.0,80.0,264.07674609863295,287.84365324750996,288.17982667431113,0.0011679028632676975
0.09,220.0,85.0,264.07674609863295,287.84365324750996,288.1403126249043,0.001030626779668086
0.09,230.0,-90.0,264.07674609863295,287.84365324750996,288.0577812225975,0.0007439037570283211
0.09,230.0,-85.0,264.07674609863295,287.84365324750996,288.04711870976945,0.0007068610336337785
0.09,230.0,-80.0,264.07674609863295,287.84365324750996,288.03503521456275,0.0006648816636864023
0.09,230.0,-75.0,264.07674609863295,287.84365324750996,288.0216089624533,0.0006182374109541846
0.09,230.0,-70.0,264.07674609863295,287.84365324750996,288.0069195657029,0.0005672048570496608
0.09,230.0,-65.0,264.07674609863295,287.84365324750996,287.99105858533375,0.0005121020948723098
0.09,230.0,-60.0,264.07674609863295,287.84365324750996,287.97418121205465,0.00045346827373833257
0.09,230.0,-55.0,264.07674609863295,287.84365324750996,287.9566678327996,0.00039262489901943946
0.09,230.0,-50.0,264.07674609863295,287.84365324750996,287.9394797209844,0.0003329115385845232
0.09,230.0,-45.0,264.07674609863295,287.84365324750996,287.9245704870785,0.0002811152466125207
0.09,230.0,-40.0,264.07674609863295,287.84365324750996,287.9146421450739,0.0002466231121062675
0.09,230.0,-35.0,264.07674609863295,287.84365324750996,287.91176338901954,0.00023662200205263196
0.09,230.0,-30.0,264.07674609863295,287.84365324750996,287.91615903711624,0.0002518929592098649
0.09,230.0,-25.0,264.07674609863295,287.84365324750996,287.9265310175833,0.00028792634174225123
0.09,230.0,-20.0,264.07674609863295,287.84365324750996,287.9411174765602,0.0003386012786822783
0.09,230.0,-15.0,264.07674609863295,287.84365324750996,287.95836407620277,0.00039851783215870976
0.09,230.0,-10.0,264.07674609863295,287.84365324750996,287.9770940432101,0.000463587764380536
0.09,230.0,-5.0,264.07674609863295,287.84365324750996,287.99645620270775,0.0005308540017256513
0.09,230.0,0.0,264.07674609863295,287.84365324750996,288.01583127444525,0.0005981650975894034
0.09,230.0,5.0,264.07674609863295,287.84365324750996,288.0347552820728,0.0006639091479238561
0.09,230.0,10.0,264.07674609863295,287.84365324750996,288.05286767611256,0.0007268335648265013
0.09,230.0,15.0,264.07674609863295,287.84365324750996,288.06987856928106,0.0007859312485053065
0.09,230.0,20.0,264.07674609863295,287.84365324750996,288.0855486272479,0.0008403707255963476
0.09,230.0,25.0,264.07674609863295,287.84365324750996,288.0996768929938,0.0008894538496691229
0.09,230.0,30.0,264.07674609863295,287.84365324750996,288.11209348904816,0.0009325904480075454
0.09,230.0,35.0,264.07674609863295,287.84365324750996,288.12265529446864,0.0009692833029700149
0.09,230.0,40.0,264.07674609863295,287.84365324750996,288.1312434161535,0.0009991193670553704
0.09,230.0,45.0,264.07674609863295,287.84365324750996,288.13776171284934,0.001021764635145274
0.09,230.0,50.0,264.07674609863295,287.84365324750996,288.1421358955285,0.0010369610191192104
0.09,230.0,55.0,264.07674609863295,287.84365324750996,288.1443128898741,0.0010445241330563817
0.09,230.0,60.0,264.07674609863295,287.84365324750996,288.1442602471885,0.0010443412466701356
0.09,230.0,65.0,264.07674609863295,287.84365324750996,288.1419654532478,0.0010363688841919442
0.09,230.0,70.0,264.07674609863295,287.84365324750996,288.13743502427275,0.001020629683678109
0.09,230.0,75.0,264.07674609863295,287.84365324750996,288.13069330399173,0.0009972082178757351
0.09,230.0,80.0,264.07674609863295,287.84365324750996,288.12178089408656,0.0009662455414204952
0.09,230.0,85.0,264.07674609863295,287.84365324750996,288.110752677806,0.0009279323246580779
0.09,240.0,-90.0,264.07674609863295,287.84365324750996,288.0577812225975,0.0007439037570283211
0.09,240.0,-85.0,264.07674609863295,287.84365324750996,288.0754458878772,0.0008052727157680526
0.09,240.0,-80.0,264.07674609863295,287.84365324750996,288.093405413774,0.0008676660521997422
0.09,240.0,-75.0,264.07674609863295,287.84365324750996,288.1116175756211,0.0009309370732614182
0.09,240.0,-70.0,264.07674609863295,287.84365324750996,288.12985841668643,0.000994307729030817
0.09,240.0,-65.0,264.07674609863295,287.84365324750996,288.1474535082496,0.0010554349811506564
0.09,240.0,-60.0,264.07674609863295,287.84365324750996,288.1627514649115,0.001108581738042116
0.09,240.0,-55.0,264.07674609863295,287.84365324750996,288.17230071340344,0.0011417568606624925
0.09,240.0,-50.0,264.07674609863295,287.84365324750996,288.1702602764266,0.0011346681618015534
0.09,240.0,-45.0,264.07674609863295,287.84365324750996,288.1499335331077,0.0010640508558804164
0.09,240.0,-40.0,264.07674609863295,287.84365324750996,288.1090741366874,0.0009221008911710799
0.09,240.0,-35.0,264.07674609863295,287.84365324750996,288.0543711114513,0.0007320566618855109
0.09,240.0,-30.0,264.07674609863295,287.84365324750996,287.9975910266269,0.0005347965028241006
0.09,240.0,-25.0,264.07674609863295,287.84365324750996,287.9477919526384,0.00036178913084753507
0.09,240.0,-20.0,264.07674609863295,287.84365324750996,287.908614237357,0.0002256815083958539
0.09,240.0,-15.0,264.07674609863295,287.84365324750996,287.8800692998534,0.00012651330655580093
0.09,240.0,-10.0,264.07674609863295,287.84365324750996,287.86073967282533,5.9360090530314217e-05
0.09,240.0,-5.0,264.07674609863295,287.84365324750996,287.8489708023649,1.847376099809689e-05
0.09,240.0,0.0,264.07674609863295,287.84365324750996,287.8433036742034,-1.2144554956042166e-06
0.09,240.0,5.0,264.07674609863295,287.84365324750996,287.84256280457817,-3.788316745916663e-06
0.09,240.0,10.0,264.07674609863295,287.84365324750996,287.84582679985084,7.5511560401823565e-06
0.09,240.0,15.0,264.07674609863295,287.84365324750996,287.85237305453586,3.0293553210275738e-05
0.09,240.0,20.0,264.07674609863295,287.84365324750996,287.86162658215375,6.244130951300149e-05
0.09,240.0,25.0,264.07674609863295,287.84365324750996,287.8731199146585,0.00010237039037015916
0.09,240.0,30.0,264.07674609863295,287.84365324750996,287.88646362111706,0.00014872787057879138
0.09,240.0,35.0,264.07674609863295,287.84365324750996,287.9013252311043,0.0002003587119037556
0.09,240.0,40.0,264.07674609863295,287.84365324750996,287.9174143606324,0.0002562540889482163
0.09,240.0,45.0,264.07674609863295,287.84365324750996,287.934472282237,0.0003155151545027003
0.09,240.0,50.0,264.07674609863295,287.84365324750996,287.9522646293591,0.00037732769378016364
0.09,240.0,55.0,264.07674609863295,287.84365324750996,287.9705762679851,0.00044094430793644276
0.09,240.0,60.0,264.07674609863295,287.84365324750996,287.98920759247187,0.0005056715453674974
0.09,240.0,65.0,264.07674609863295,287.84365324750996,288.0079716143356,0.000570859787845821
0.09,240.0,70.0,264.07674609863295,287.84365324750996,288.02669121071693,0.0006358936913907268
0.09,240.0,75.0,264.07674609863295,287.84365324750996,288.0451957581316,0.0007001804915545073
0.09,240.0,80.0,264.07674609863295,287.84365324750996,288.063316032243,0.0007631322846785117
0.09,240.0,85.0,264.07674609863295,287.84365324750996,288.0808755747555,0.0008241360355497309
0.09,250.0,-90.0,264.07674609863295,287.84365324750996,288.0577812225975,0.0007439037570283211
0.09,250.0,-85.0,264.07674609863295,287.84365324750996,288.10371318113175,0.0009034763514418874
0.09,250.0,-80.0,264.07674609863295,287.84365324750996,288.15279512824475,0.0010739923470502698
0.09,250.0,-75.0,264.07674609863295,287.84365324750996,288.2052683177361,0.0012562898856595766
0.09,250.0,-70.0,264.07674609863295,287.84365324750996,288.2612433011107,0.0014507530351613054
0.09,250.0,-65.0,264.07674609863295,287.84365324750996,288.320306784574,0.0016559459681891302
0.09,250.0,-60.0,264.07674609863295,287.84365324750996,288.3805980745428,0.0018654044338823705
0.09,250.0,-55.0,264.07674609863295,287.84365324750996,288.4369381399385,0.0020611359178323934
0.09,250.0,-50.0,264.07674609863295,287.84365324750996,288.4780599926354,0.002203997684047895
0.09,250.0,-45.0,264.07674609863295,287.84365324750996,288.4856297195097,0.0022302957343572007
0.09,250.0,-40.0,264.07674609863295,287.84365324750996,288.4418953813232,0.0020783579108441027
0.09,250.0,-35.0,264.07674609863295,287.84365324750996,288.3462377173843,0.0017460328348535496
0.09,250.0,-30.0,264.07674609863295,287.84365324750996,288.22041304727486,0.001308904314943953
0.09,250.0,-25.0,264.07674609863295,287.84365324750996,288.0919212190066,0.0008625097989679346
0.09,250.0,-20.0,264.07674609863295,287.84365324750996,287.9781348360678,0.00046720359139609867
0.09,250.0,-15.0,264.07674609863295,287.84365324750996,287.8849731752684,0.0001435499004138256
0.09,250.0,-10.0,264.07674609863295,287.84365324750996,287.8120453739533,-0.00010980917313972472
0.09,250.0,-5.0,264.07674609863295,287.84365324750996,287.756767550295,-0.00030185031434479606
0.09,250.0,0.0,264.07674609863295,287.84365324750996,287.7162941588295,-0.0004424592560703864
0.09,250.0,5.0,264.07674609863295,287.84365324750996,287.68816341146953,-0.0005401885165304247
0.09,250.0,10.0,264.07674609863295,287.84365324750996,287.6704088832238,-0.0006018696689386874
0.09,250.0,15.0,264.07674609863295,287.84365324750996,287.66149779134423,-0.0006328277664301339
0.09,250.0,20.0,264.07674609863295,287.84365324750996,287.6602341765871,-0.0006372177008367456
0.09,250.0,25.0,264.07674609863295,287.84365324750996,287.66567114879126,-0.0006183290710448327
0.09,250.0,30.0,264.07674609863295,287.84365324750996,287.6770419599027,-0.0005788256427666959
0.09,250.0,35.0,264.07674609863295,287.84365324750996,287.69370874538515,-0.000520923426426512
0.09,250.0,40.0,264.07674609863295,287.84365324750996,287.7151252116819,-0.0004465203049571762
0.09,250.0,45.0,264.07674609863295,287.84365324750996,287.7408096352631,-0.0003572898380304443
0.09,250.0,50.0,264.07674609863295,287.84365324750996,287.77032526817067,-0.00025474933531456916
0.09,250.0,55.0,264.07674609863295,287.84365324750996,287.80326596759767,-0.00014030978087104624
0.09,250.0,60.0,264.07674609863295,287.84365324750996,287.8392454064017,-1.531331699881577e-05
0.09,250.0,65.0,264.07674609863295,287.84365324750996,287.8778885455006,0.00011893712994651816
0.09,250.0,70.0,264.07674609863295,287.84365324750996,287.9188241502827,0.0002611518507518499
0.09,250.0,75.0,264.07674609863295,287.84365324750996,287.961676979031,0.0004100272150849875
0.09,250.0,80.0,264.07674609863295,287.84365324750996,288.00605777161525,0.0005642108911315263
0.09,250.0,85.0,264.07674609863295,287.84365324750996,288.05154813183833,0.000722249325225198
0.09,260.0,-90.0,264.07674609863295,287.84365324750996,288.0577812225975,0.0007439037570283211
0.09,260.0,-85.0,264.07674609863295,287.84365324750996,288.1309264643355,0.000998018242141294
0.09,260.0,-80.0,264.07674609863295,287.84365324750996,288.2107831978563,0.001275449175982507
0.09,260.0,-75.0,264.07674609863295,287.84365324750996,288.29812926683445,0.001578898871651319
0.09,260.0,-70.0,264.07674609863295,287.84365324750996,288.3938631717191,0.0019114888169378022
0.09,260.0,-65.0,264.07674609863295,287.84365324750996,288.4987056173278,0.0022757228183682273
0.09,260.0,-60.0,264.07674609863295,287.84365324750996,288.6123240576732,0.0026704455751967717
0.09,260.0,-55.0,264.07674609863295,287.84365324750996,288.7311656285541,0.0030833140527193976
0.09,260.0,-50.0,264.07674609863295,287.84365324750996,288.8440314209865,0.003475422029251142
0.09,260.0,-45.0,264.07674609863295,287.84365324750996,288.9260432326887,0.003760339937903703
0.09,260.0,-40.0,264.07674609863295,287.84365324750996,288.9388240663986,0.003804741937272848
0.09,260.0,-35.0,264.07674609863295,287.84365324750996,288.8514650704049,0.003501247331753248
0.09,260.0,-30.0,264.07674609863295,287.84365324750996,288.672720421381,0.0028802690784294994
0.09,260.0,-25.0,264.07674609863295,287.84365324750996,288.4491731860897,0.002103641792160876
0.09,260.0,-20.0,264.07674609863295,287.84365324750996,288.228428610544,0.0013367512491344027
0.09,260.0,-15.0,264.07674609863295,287.84365324750996,288.0363489656889,0.000669445777264465
0.09,260.0,-10.0,264.07674609863295,287.84365324750996,287.8799560800178,0.000126119968594841
0.09,260.0,-5.0,264.07674609863295,287.84365324750996,287.7571877605193,-0.000300390458553391
0.09,260.0,0.0,264.07674609863295,287.84365324750996,287.66326518769824,-0.0006266876402400277
0.09,260.0,5.0,264.07674609863295,287.84365324750996,287.59338898404036,-0.0008694451333077499
0.09,260.0,10.0,264.07674609863295,287.84365324750996,287.5435433737436,-0.0010426141774551839
0.09,260.0,15.0,264.07674609863295,287.84365324750996,287.5105717474313,-0.001157161175244755
0.09,260.0,20.0,264.07674609863295,287.84365324750996,287.49203609415423,-0.00122155604054044
0.09,260.0,25.0,264.07674609863295,287.84365324750996,287.48604608351235,-0.0012423659857113245
0.09,260.0,30.0,264.07674609863295,287.84365324750996,287.4911127775335,-0.0012247637423964033
0.09,260.0,35.0,264.07674609863295,287.84365324750996,287.50603616260037,-0.0011729182877598897
0.09,260.0,40.0,264.07674609863295,287.84365324750996,287.5298220916204,-0.0010902833963813631
0.09,260.0,45.0,264.07674609863295,287.84365324750996,287.56162168426096,-0.0009798081703976894
0.09,260.0,50.0,264.07674609863295,287.84365324750996,287.60068699131284,-0.0008440910662991499
0.09,260.0,55.0,264.07674609863295,287.84365324750996,287.6463381366176,-0.000685494047432431
0.09,260.0,60.0,264.07674609863295,287.84365324750996,287.6979383918314,-0.0005062291769666333
0.09,260.0,65.0,264.07674609863295,287.84365324750996,287.75487451789667,-0.0003084269137486876
0.09,260.0,70.0,264.07674609863295,287.84365324750996,287.8165401997833,-9.419366180500534e-05
0.09,260.0,75.0,264.07674609863295,287.84365324750996,287.88232050022583,0.00013433422026019827
0.09,260.0,80.0,264.07674609863295,287.84365324750996,287.9515749045683,0.00037493151521929876
0.09,260.0,85.0,264.07674609863295,287.84365324750996,288.0236155655249,0.0006252085671668191
0.09,270.0,-90.0,264.07674609863295,287.84365324750996,288.0577812225975,0.0007439037570283211
0.09,270.0,-85.0,264.07674609863295,287.84365324750996,288.15609226725024,0.001085446964750687
0.09,270.0,-80.0,264.07674609863295,287.84365324750996,288.2648283326994,0.0014632078228498779
0.09,270.0,-75.0,264.07674609863295,287.84365324750996,288.38530273599525,0.0018817489368769009
0.09,270.0,-70.0,264.07674609863295,287.84365324750996,288.5192531040221,0.0023471070106631186
0.09,270.0,-65.0,264.07674609863295,287.84365324750996,288.6687661835195,0.0028665316281961126
0.09,270.0,-60.0,264.07674609863295,287.84365324750996,288.835809660749,0.003446858744479361
0.09,270.0,-55.0,264.07674609863295,287.84365324750996,289.0207163593169,0.004089244624736646
0.09,270.0,-50.0,264.07674609863295,287.84365324750996,289.2182554079287,0.004775516656039507
